Coord_centroid,Bbox,Face,Name_hdr,Species
"(1252.8258172890555, 3105.4682775552396)","[1216, 4341, 1291, 4472]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain50.hdr,2
"(212.317132583227, 3468.2667903955457)","[169, 4701, 257, 4836]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain13.hdr,4
"(865.7557233891905, 3101.692471088034)","[825, 4333, 906, 4472]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain35.hdr,2
"(509.3400395778364, 3758.1845866314866)","[451, 5000, 568, 5118]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain26.hdr,4
"(156.23530130790857, 1424.9579513506906)","[113, 2661, 202, 2790]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain7.hdr,4
"(1651.2728046833422, 3969.4121341138903)","[1582, 5222, 1721, 5317]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain62.hdr,2
"(1605.5296793268137, 4747.555719808961)","[1533, 6006, 1682, 6088]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain59.hdr,2
"(1961.7876412266544, 2627.0715932672356)","[1917, 3859, 2005, 3992]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain74.hdr,4
"(1866.8104950495049, 1452.9077227722773)","[1814, 2686, 1920, 2820]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain71.hdr,2
"(335.75711481844945, 5696.124877330716)","[271, 6954, 401, 7037]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain15.hdr,2
"(501.1671535215839, 2231.6554149085796)","[440, 3478, 564, 3590]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain25.hdr,4
"(482.8462533819551, 4747.404423009058)","[420, 6003, 547, 6090]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain21.hdr,4
"(1147.1370539572786, 6564.779355475985)","[1086, 7816, 1209, 7913]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain43.hdr,2
"(1481.7615010423906, 2698.6143154968727)","[1405, 3969, 1562, 4032]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain58.hdr,4
"(7.636268343815513, 6462.378406708595)","[0, 7700, 20, 7829]",2,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain3.hdr,2
"(1244.6376811594203, 4359.735713444091)","[1177, 5622, 1318, 5699]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain47.hdr,2
"(952.6800663075011, 4641.8270479347975)","[881, 5907, 1024, 5980]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain30.hdr,4
"(1867.408012400143, 3502.372123524502)","[1796, 4767, 1945, 4842]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain71.hdr,4
"(1836.3583267561169, 3012.6185872138913)","[1786, 4245, 1888, 4380]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain69.hdr,4
"(392.21331802525833, 6506.0195177956375)","[353, 7737, 433, 7875]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain15.hdr,4
"(1933.0038321517532, 3004.42671009772)","[1861, 4250, 2006, 4356]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain70.hdr,4
"(1858.16862381541, 1416.4103831891223)","[1791, 2660, 1926, 2772]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain70.hdr,4
"(1344.0797470094872, 1761.116183143132)","[1279, 3012, 1406, 3113]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain51.hdr,4
"(347.253684680661, 3542.8195623046004)","[298, 4789, 401, 4896]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain16.hdr,2
"(1416.438149328162, 1825.6453802465714)","[1372, 3061, 1466, 3191]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain53.hdr,4
"(147.18151931431254, 4776.103440178466)","[79, 6035, 218, 6116]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain5.hdr,4
"(1720.272417707151, 2274.6863791146425)","[1652, 3527, 1794, 3623]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain65.hdr,2
"(1039.0513682745825, 606.9051484230056)","[996, 1839, 1084, 1977]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain43.hdr,4
"(981.984207329419, 949.4421947762705)","[954, 2192, 1011, 2308]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain35.hdr,4
"(1761.8512471655329, 3570.1937641723357)","[1693, 4826, 1832, 4914]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain66.hdr,2
"(1214.2607138288347, 6094.498528847384)","[1160, 7337, 1265, 7452]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain46.hdr,2
"(962.0404977375565, 660.5547511312217)","[914, 1895, 1010, 2027]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain41.hdr,2
"(939.9124264451367, 3470.3336794738666)","[898, 4696, 979, 4845]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain33.hdr,4
"(1911.5991527364324, 2695.222807419281)","[1867, 3932, 1957, 4060]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain72.hdr,2
"(1386.963759458383, 6150.899243329351)","[1352, 7384, 1426, 7520]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain52.hdr,4
"(610.3587265491757, 544.1438317225696)","[561, 1780, 662, 1907]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain26.hdr,4
"(530.811120917917, 5660.560206783508)","[468, 6913, 597, 7010]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain17.hdr,4
"(836.5952261934516, 5638.865283679081)","[767, 6903, 906, 6975]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain32.hdr,4
"(1872.2097658196312, 2164.5851519681114)","[1809, 3403, 1934, 3528]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain73.hdr,4
"(1502.431292238378, 749.6471431497031)","[1433, 1999, 1572, 2099]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain57.hdr,2
"(472.5302238305857, 1411.018228119555)","[433, 2648, 514, 2774]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain25.hdr,2
"(198.22746097483275, 986.6914622491239)","[166, 2223, 230, 2351]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain12.hdr,4
"(31.878075753386785, 1728.5843240254355)","[0, 2963, 70, 3090]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain0.hdr,2
"(522.919259882254, 1793.9313148303897)","[464, 3049, 582, 3140]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain27.hdr,4
"(931.348934448341, 1074.6834367413003)","[885, 2317, 977, 2434]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain38.hdr,2
"(147.8500781583061, 3810.200653687651)","[112, 5046, 185, 5175]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain14.hdr,4
"(107.88013229927007, 663.5228102189781)","[69, 1893, 148, 2038]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain11.hdr,2
"(1894.05655708731, 1737.2017202780723)","[1819, 3000, 1968, 3075]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain64.hdr,4
"(604.1201405666593, 2597.7403909510213)","[560, 3830, 652, 3963]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain24.hdr,4
"(1353.9257867543447, 3108.7787693752935)","[1283, 4354, 1428, 4465]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain52.hdr,4
"(1464.2411954115516, 3124.990641980278)","[1386, 4382, 1545, 4464]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain55.hdr,4
"(1964.849681108423, 4995.939740488234)","[1889, 6259, 2039, 6340]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain72.hdr,4
"(56.925615638486924, 1360.422315308454)","[0, 2621, 120, 2703]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain0.hdr,4
"(665.0929723817337, 5584.372026251025)","[603, 6839, 725, 6928]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain28.hdr,2
"(616.9025163666121, 3081.728723404255)","[560, 4321, 676, 4441]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain25.hdr,4
"(1680.3183103276235, 5956.794279062032)","[1621, 7213, 1739, 7302]",2,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain64.hdr,2
"(1274.5407194604047, 3693.8225081189107)","[1203, 4956, 1347, 5030]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain49.hdr,2
"(405.0051241175131, 4711.708950125256)","[339, 5970, 469, 6056]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain18.hdr,2
"(790.1538367844092, 5119.103288672351)","[734, 6363, 849, 6476]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain30.hdr,2
"(155.6684085510689, 2204.6389548693587)","[117, 3448, 194, 3563]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain8.hdr,4
"(1277.2048502663972, 4767.710729377181)","[1203, 6012, 1349, 6124]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain46.hdr,4
"(456.89309932189866, 595.460577050924)","[422, 1826, 492, 1964]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain22.hdr,4
"(1759.3368730808597, 587.6436796315251)","[1697, 1842, 1825, 1937]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain64.hdr,4
"(1456.4394093216429, 5459.778311029072)","[1380, 6714, 1538, 6804]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain54.hdr,4
"(1041.551097972973, 1834.8517736486488)","[973, 3088, 1113, 3184]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain38.hdr,4
"(475.72961217832545, 3134.2242358342396)","[412, 4395, 542, 4476]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain21.hdr,2
"(821.7499675282504, 3952.7845174698014)","[762, 5207, 882, 5300]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain32.hdr,2
"(1698.4150032615787, 6493.998956294847)","[1657, 7729, 1741, 7859]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain62.hdr,4
"(171.21253371002953, 6449.21317580583)","[110, 7704, 236, 7791]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain6.hdr,4
"(602.059687200766, 3418.8544526013407)","[546, 4678, 661, 4758]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain23.hdr,4
"(1389.245917026469, 4290.203773230712)","[1314, 5538, 1463, 5643]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain56.hdr,4
"(1836.669632070291, 4335.425260845689)","[1766, 5591, 1911, 5680]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain66.hdr,4
"(1621.7793287160362, 4723.805860415557)","[1565, 5961, 1680, 6085]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain60.hdr,4
"(8.352508361204013, 5625.977257525084)","[0, 6871, 21, 6968]",2,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain2.hdr,2
"(69.09020418712846, 5554.6899715688805)","[27, 6791, 112, 6921]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain6.hdr,4
"(972.7802994296578, 4299.3508792775665)","[926, 5536, 1021, 5664]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain40.hdr,4
"(934.2396781706542, 1895.9726868515775)","[865, 3152, 1007, 3240]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain37.hdr,4
"(1872.891111707841, 441.8075993555317)","[1804, 1703, 1938, 1781]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain63.hdr,4
"(1032.3696110943624, 5942.3714199577935)","[985, 7173, 1081, 7310]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain41.hdr,4
"(558.6044975404076, 1747.9936753338018)","[508, 2994, 610, 3105]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain19.hdr,4
"(1354.0090689238211, 3915.982345828295)","[1308, 5150, 1401, 5283]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain55.hdr,4
"(1401.936833317874, 4645.99267229385)","[1338, 5880, 1466, 6011]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain50.hdr,4
"(1935.676910384655, 3869.1876869134785)","[1889, 5102, 1982, 5239]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain71.hdr,4
"(481.23946620536265, 1398.4302483627825)","[420, 2653, 545, 2745]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain20.hdr,4
"(1823.2529505582138, 3983.6177565124935)","[1775, 5219, 1872, 5352]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain67.hdr,4
"(1334.4268615345848, 2763.2417790097015)","[1267, 4020, 1400, 4107]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain53.hdr,2
"(826.6960621186911, 3074.673211314476)","[779, 4307, 878, 4446]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain33.hdr,4
"(27.43800596506178, 6006.5494958102545)","[0, 7238, 60, 7376]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain2.hdr,4
"(97.60466217015738, 4807.656963672938)","[31, 6066, 164, 6151]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain7.hdr,4
"(1009.5411208151382, 1342.038816108685)","[950, 2591, 1074, 2693]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain42.hdr,4
"(1015.8934153641503, 2239.0670103092784)","[958, 3500, 1076, 3580]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain36.hdr,4
"(1377.7965217391304, 525.5770251716248)","[1306, 1770, 1448, 1885]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain53.hdr,4
"(1780.7110728505327, 6011.504142903261)","[1737, 7243, 1828, 7379]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain65.hdr,4
"(419.69555112881807, 3270.0561088977424)","[369, 4528, 473, 4614]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain16.hdr,4
"(1385.0743847874721, 1861.125279642058)","[1324, 3104, 1445, 3219]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain55.hdr,2
"(1275.2672436401783, 3980.9508261211645)","[1227, 5221, 1324, 5340]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain51.hdr,2
"(512.5287501313992, 876.9369284137496)","[451, 2121, 574, 2235]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain16.hdr,4
"(108.60122554796135, 5085.851520150836)","[53, 6327, 163, 6446]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain2.hdr,4
"(1909.2643101761253, 3520.502813111546)","[1848, 4765, 1972, 4875]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain68.hdr,4
"(1040.216674407803, 1395.0090571295866)","[991, 2636, 1095, 2756]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain42.hdr,4
"(1833.469354684968, 2209.8833285673436)","[1751, 3467, 1911, 3555]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain61.hdr,4
"(106.06461159062886, 2648.256473489519)","[66, 3884, 147, 4014]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain3.hdr,4
"(426.0823859836833, 526.8691988765547)","[369, 1774, 481, 1881]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain19.hdr,2
"(1632.528382873699, 5162.936903101191)","[1585, 6389, 1683, 6529]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain63.hdr,2
"(863.3644949575796, 5062.376340643509)","[829, 6298, 899, 6429]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain34.hdr,4
"(146.7589119364054, 3061.144578313253)","[103, 4294, 191, 4428]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain12.hdr,4
"(660.9407423971378, 4790.613819320215)","[614, 6028, 707, 6154]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain29.hdr,4
"(105.1992859032002, 3133.4025390108436)","[39, 4394, 170, 4476]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain8.hdr,2
"(101.48773209549071, 1799.461427939876)","[49, 3036, 157, 3165]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain10.hdr,4
"(962.1631528509822, 2247.1805222807857)","[919, 3482, 1005, 3612]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain42.hdr,2
"(1620.1274403470716, 4350.5082700650755)","[1570, 5596, 1674, 5706]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain61.hdr,2
"(789.0518808558244, 4806.358551251573)","[730, 6060, 852, 6156]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain31.hdr,4
"(1049.7454119484576, 938.8762202264741)","[997, 2203, 1106, 2275]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain44.hdr,4
"(197.9214533235325, 1847.108369211383)","[136, 3089, 260, 3205]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain9.hdr,4
"(881.7942957083277, 4352.253598816091)","[846, 5588, 919, 5719]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain37.hdr,2
"(1961.2424703707732, 4334.592258345113)","[1899, 5578, 2025, 5688]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain73.hdr,4
"(957.6946128731344, 6497.896805037313)","[886, 7759, 1032, 7836]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain32.hdr,4
"(379.2502606882169, 5221.6430805899)","[325, 6476, 437, 6567]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain17.hdr,2
"(416.35632504886905, 5121.790142418319)","[378, 6362, 458, 6483]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain17.hdr,4
"(145.01982220086498, 943.25)","[93, 2185, 200, 2300]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain12.hdr,2
"(811.8062548663379, 6057.407215157021)","[745, 7319, 876, 7395]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain31.hdr,2
"(58.9705325443787, 5173.881656804734)","[8, 6413, 108, 6537]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain5.hdr,4
"(1799.3679593721145, 6480.747807017544)","[1725, 7740, 1876, 7819]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain60.hdr,4
"(966.3201115587233, 3950.4198946389834)","[921, 5180, 1014, 5323]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain39.hdr,4
"(145.6546482856133, 3471.562389536939)","[107, 4703, 188, 4841]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain13.hdr,4
"(1848.8044768736088, 1090.3079396487756)","[1786, 2342, 1911, 2438]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain70.hdr,2
"(181.91511493514832, 6013.707075895723)","[139, 7247, 223, 7381]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain10.hdr,4
"(965.0515833856643, 2547.122723602763)","[886, 3800, 1043, 3895]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain31.hdr,4
"(105.65466135458168, 963.5085258964143)","[66, 2205, 146, 2324]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain11.hdr,4
"(110.43186090225564, 4207.611959586467)","[48, 5466, 177, 5553]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain1.hdr,4
"(77.71321788962253, 1435.7560732527718)","[28, 2677, 129, 2799]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain7.hdr,2
"(899.3455338746819, 5969.027027027027)","[831, 7225, 974, 7308]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain35.hdr,4
"(1038.7742508586996, 479.9037072130759)","[995, 1713, 1083, 1846]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain43.hdr,4
"(545.1896918767507, 1382.582969187675)","[480, 2636, 615, 2726]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain18.hdr,4
"(962.1105656848995, 2746.230832164563)","[894, 4004, 1033, 4090]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain39.hdr,2
"(305.843874391862, 6093.931446262715)","[270, 7331, 342, 7457]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain14.hdr,2
"(1368.8100211218025, 3909.496479699601)","[1300, 5162, 1440, 5258]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain45.hdr,4
"(1469.3630600169063, 1049.6219357565512)","[1396, 2307, 1542, 2393]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain57.hdr,4
"(198.49637721547208, 564.8131757886523)","[156, 1789, 244, 1941]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain11.hdr,4
"(1161.4156130379306, 5269.6510845609555)","[1091, 6532, 1236, 6610]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain44.hdr,2
"(827.9878048780488, 4722.480792682927)","[771, 5974, 880, 6073]",2,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain33.hdr,2
"(1849.8640754631208, 4687.746448460052)","[1797, 5920, 1902, 6050]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain62.hdr,4
"(1373.2241082939406, 1387.2118607649334)","[1307, 2636, 1442, 2738]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain54.hdr,4
"(1658.525401206174, 5613.557804354493)","[1608, 6848, 1710, 6981]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain61.hdr,4
